title,date,publisher,venue,authors,abstract,요약
Reliability and Repeatability of ACL Quick Check®: A Methodology for on Field Lower Limb Joint Kinematics and Kinetics Assessment in Sport Applications,2021-12-30,,,,"Anterior cruciate ligament (ACL) lesion represents one of the most dramatic sport injuries. Even though clinical screenings aiming at identifying subjects at risk of injuries are gaining popularity, the use of sophisticated equipment still represents a barrier towards their widespread use. This study aimed to test both reliability and repeatability of a new methodology to assess lower limb joints kinematics and kinetics directly on field with the aid of video cameras and plantar pressure insoles. Ten athletes and one case study (post ACL surgery) were assessed in a gait laboratory, while performing double leg squats, through the simultaneous acquisition of stereophotogrammetry, force plates, commercial video cameras and plantar pressure insoles. Different sources of errors were investigated and both reliability and repeatability analysis performed. Minimum and maximum RMSE values of 0.74% (right knee joint center trajectory) and 64.51%, respectively (ankle dorsi-plantarflexion moment), were detected. Excellent to good correlation was found for the majority of the measures, even though very poor and inverse between-trials correlation was found on a restricted number of trials especially for the ankle dorsi-plantarflexion moment. These findings could be used in combination with already available screening tools in order to provide more repeatable results.","This paper evaluates the reliability and repeatability of the ACL Quick Check® methodology for assessing lower limb joint kinematics and kinetics in a field setting. The study highlights the methodology's potential for enhancing injury risk assessments among athletes by demonstrating good correlation and minimal error across various measurements, despite some challenges identified in specific trials."
Reliability of the Hip Extension Lower Exercise as a Measure of Eccentric Hamstring Strength,2021-12-30,,,,"Hamstring strain injury (HSI) is a very common lower-body injury in field sports, and eccentric (ECC) hamstring strength is a potential modifiable risk factor, therefore having reliable eccentric hamstring strength assessments is critical. The aim of this study was to access test–retest reliability of the hip extension lower (HEL) exercise as a measure of ECC hamstring strength and inter-limb asymmetries. Twelve male elite level soccer players (mean; age: 21.8 years; height: 180.4 cm; weight: 75.7 kg) volunteered to participate in this study. Participants were from the same soccer club, covered all playing positions, and had no current injury issues. Participants performed two familiarization sessions to acquaint themselves with the device and exercise protocol. During testing, each participant performed three repetitions with 60s intra-set recovery provided. Average and peak force (N) was recorded for both limbs. Testing sessions took place on the same day and time over a two-week pre-season period and followed a full recovery day. Intraclass Correlation Coefficient (ICC), Coefficient of Variation (CV%), Minimal Detectable Change (MDC) and Typical Error (TE) were used to assess reliability. The HEL showed excellent reliability for average force (N) in the left (ICC (95% CI) = 0.9 (0.7–0.97); TE = 14.1 N, CV% = 1.87; MDC = 39.06 N) and right (ICC (95% CI) = 0.91 (0.73–0.97); TE = 20.89 N, CV% = 3.26; MDC = 57.87 N) limb, and also excellent reliability for peak force in the left (ICC (95% CI) = 0.91 (0.71–0.97); TE = 13.55 N, CV% = 1.61; MDC = 57.87 N) and right (ICC (95% CI) = 0.9 (0.7–0.97); TE = 21.70 N, CV% = 3.31; MDC = 60.11 N) limb. This data suggests the HEL as a reliable measure of both ECC hamstring strength and inter-limb asymmetries. Practitioners should consider the HEL as a reliable choice for measuring and monitoring eccentric hamstring strength in their athletes.","This paper investigates the reliability of the Hip Extension Lower (HEL) exercise as a measure of eccentric hamstring strength and inter-limb asymmetries in elite male soccer players. The results demonstrate that the HEL exercise provides excellent reliability for assessing both average and peak force in hamstring strength, suggesting its utility for practitioners in monitoring athlete performance and injury risk."
Examining the Relationship Between a Neuromuscular Control Baseline Battery for Sport-Related Concussion and Anterior Cruciate Ligament Injury Risk,2021-12-30,,,,"To examine the relationship between the m-CTSIB and Landing Error Scoring System in a sample of collegiate female athletes.Recent literature has linked concussion and neuromuscular deficits in the lower extremity after injury. Neuromuscular control is frequently assessed using balance measures for concussion, but also dynamically to identify anterior cruciate ligament injury (ACL) risk via jump-landing movement screening.Thirty-nine healthy, collegiate female soccer (n = 22) and volleyball (n = 17) athletes completed the modified-Clinical Test of Sensory Interaction of Balance (m-CTSIB) and the Landing Error Scoring System (LESS). Measures consisted of total m-CTSIB sway index scores on individual conditions (firm surface eyes open [condition 1] and eyes closed [2], foam surface eyes open [3] and eyes closed [4]), m-CTSIB overall score, and total LESS errors. LESS scores were also categorized into a low (0-4 errors) and high (5 + errors) risk to determine if athletes with worse neuromuscular control on the LESS has worse balance on the m-CTSIB. A Spearman's rank-order correlation was conducted to determine the strength of the relationship between LESS and m-CTSIB performance. A series of Mann-Whitney U test were performed to determine differences between low and high LESS performance on m-CTSIB performance.There was a weak, negative correlation between LESS and m-CTSIB performance (rs(37) = -0.153, p = 0.35). Further, there were no differences between the low and high risk LESS groups on sway index scores on conditions 1 (U = 158.5, p = 0.39), 2 (U = 156.0, p = 0.36), 3 (U = 165.5, p = 0.51), or 4 (U = 128.5, p = 0.08), as well as overall m-CTSIB scores (U = 150.5, p = 0.28).There appears to be a lack of relationship between the LESS and m-CTSIB tests, revealing the independence of static and dynamic lower extremity neuromuscular function. Athletes who may be more at risk for ACL injury due to abnormal jump-landing biomechanics, do not differ from low-risk athletes on baseline balance assessment.","The paper examines the relationship between specific balance assessments (m-CTSIB) and a jump-landing error scoring system (LESS) in collegiate female athletes to explore connections between concussions and anterior cruciate ligament (ACL) injury risk. The findings indicate a weak correlation and no significant differences in balance performance between athletes identified as high or low risk for ACL injuries, suggesting independence between static and dynamic lower extremity neuromuscular function."
Effects of plyometric and strength trainings on selected physical fitness variables in Ethiopia youth sport academy female soccer players,2021-12-30,,,,"Plyometric is an exercise in which muscles exert force in short intervals of time. Back then, it was only employed in track and field events and was known as “jump training.” The purpose of this study was to investigate the effects of plyometric and strength trainings on selected physical fitness variables in Ethiopia Youth Sport Academy female soccer players. The study used quasi-experimental design. Random sampling technique was used to group the participants into plyometric and strength training groups. Both groups performed selected exercises for consecutive twelve weeks, implemented two days per week and two hours in each session. Paired sample t-test and independent t-test were conducted to analyze the change scores from pre and posttest for all subjects and from separated groups. The paired sample t-test results revealed that players in the plyometric group significantly improved their agility (p&lt;0.05) and explosive power performance (p&lt;0.05) from baseline to the end of the intervention. Whereas, female soccer players in the strength group only improved their explosive power (p&lt;0.05) following twelve-week of strength training intervention. As the independent sample t-test result identified no significant performance difference in agility (p&gt;0.05) and explosive power (p&gt;0.05) performances between the groups. In general, following twelve-week of continuous plyometric and strength trainings the study identified that both training interventions improved the agility and explosive power ability of female soccer players and no significant performance differences had been identified between the two groups.","The paper investigates the effects of plyometric and strength training on physical fitness variables in female soccer players from the Ethiopia Youth Sport Academy. It concludes that both training interventions led to improvements in agility and explosive power, though no significant performance differences were observed between the two training groups."
Defining Training and Performance Caliber: A Participant Classification Framework,2021-12-29,,,,"Throughout the sport-science and sports-medicine literature, the term ""elite"" subjects might be one of the most overused and ill-defined terms. Currently, there is no common perspective or terminology to characterize the caliber and training status of an individual or cohort. This paper presents a 6-tiered Participant Classification Framework whereby all individuals across a spectrum of exercise backgrounds and athletic abilities can be classified. The Participant Classification Framework uses training volume and performance metrics to classify a participant to one of the following: Tier 0: Sedentary; Tier 1: Recreationally Active; Tier 2: Trained/Developmental; Tier 3: Highly Trained/National Level; Tier 4: Elite/International Level; or Tier 5: World Class. We suggest the Participant Classification Framework can be used to classify participants both prospectively (as part of study participant recruitment) and retrospectively (during systematic reviews and/or meta-analyses). Discussion around how the Participant Classification Framework can be tailored toward different sports, athletes, and/or events has occurred, and sport-specific examples provided. Additional nuances such as depth of sport participation, nationality differences, and gender parity within a sport are all discussed. Finally, chronological age with reference to the junior and masters athlete, as well as the Paralympic athlete, and their inclusion within the Participant Classification Framework has also been considered. It is our intention that this framework be widely implemented to systematically classify participants in research featuring exercise, sport, performance, health, and/or fitness outcomes going forward, providing the much-needed uniformity to classification practices.","This paper proposes a 6-tiered Participant Classification Framework designed to systematically categorize individuals based on training volume and performance metrics across various athletic abilities, ranging from sedentary individuals to world-class athletes. The framework aims to provide uniformity in classifying participants in sports research, adapting to nuances such as age, gender, nationality, and sport-specific contexts."
Quantitative Analysis of Performance Recovery in Semi-Professional Football Players after the COVID-19 Forced Rest Period,2021-12-29,,,,"This study proposes the instrumental analysis of the physiological and biomechanical adaptation of football players to a fatigue protocol during the month immediately after the COVID-19 lockdown, to get insights into fitness recovery. Eight male semi-professional football players took part in the study and filled a questionnaire about their activity during the lockdown. At the resumption of activities, the mean heart rate and covered distances during fatiguing exercises, the normalized variations of mean and maximum exerted power in the Wingate test and the Bosco test outcomes (i.e., maximum height, mean exerted power, relative strength index, leg stiffness, contact time, and flight time) were measured for one month. Questionnaires confirmed a light-intensity self-administered physical activity. A significant effect of fatigue (Wilcoxon signed-rank test p < 0.05) on measured variables was confirmed for the four weeks. The analysis of the normalized variations of the aforementioned parameters allowed the distinguishing of two behaviors: downfall in the first two weeks, and recovery in the last two weeks. Instrumental results suggest a physiological and ballistic (i.e., Bosco test outcomes) recovery after four weeks. As concerns the explosive skills, the observational data are insufficient to show complete recovery.","This study investigates the physiological and biomechanical adaptations of semi-professional football players recovering from a forced rest due to the COVID-19 lockdown. Key findings indicate a decline in performance metrics during the initial two weeks post-resumption, followed by recovery in the subsequent weeks, highlighting the importance of monitoring fitness recovery and adaptations following extended inactivity."
OPTIMIZATION OF BIOMECHANICS IN THE GAME OF FOOTBALL AT THE AGE OF 10 – 12 YEARS THROUGH COMPUTER TECHNOLOGY,2021-12-29,,,,"The topic of the research is part of the sphere of interest of the specialists in the field, dealing with one of the most important aspects within the training process of footballers aged 10-12 years. The importance of this study is represented by the use of specially selected software for the purpose of optimizing biomechanics in the game of football. The objectives of the research are aimed at optimizing the biomechanics of kicking the ball at the age of 10-12 years by means of three basic procedures. Within the research were used the method of studying the specialized literature, the method of pedagogical experiment, the method of graphic representation, the statistical method – mathematics. Within the pedagogical experiment method, a series of tests were applied specially designed for the investigation of the components of proprioception, which have a basic role in optimizing the biomechanics of hitting the ball in the game of football. Following the analysis and interpretation of the results, it was found the validity of the research hypothesis through the progress made by the research subjects at the final testing compared to the initial one. The conclusions of the research recommend the validated experimental model within the method of training of children aged 10-12 years for the optimization of the biomechanics of kicking the ball.",This paper focuses on optimizing the biomechanics of kicking a football in 10-12-year-olds using specialized software and a pedagogical experiment. The research demonstrates the effectiveness of a validated experimental model for enhancing proprioception and overall kicking performance in young football players.
"Epidemiology, etiology, and pathogenesis of tendinopathy among athletes",2021-12-27,,,,"The treatment of tendinopathy can be challenging for clinicians and might be associated with serious adverse events. However, evidence shows that tendinopathy can significantly impact the professional careers of the affected athletes. The main clinical features of the condition include decreased performance and strength of the affected tendons, swelling, and localized pain. Although tendinopathy might seem a non-critical condition, estimates show that it might be career-ending for many professional athletes, and therefore, reducing their quality of life. In the present literature review, we have discussed the epidemiology, etiology, and pathogenesis of tendinopathy among athletes. Different intrinsic and extrinsic factors were found to contribute to the development of the condition and the impact of various systemic diseases. Evidence also shows that the prevalence of the condition is high among athletes. However, these rates were variable across the different studies in the literature. This is probably owing to various factors, like demographics and the process of detection. The pathogenesis of the condition is also very complicated, and the development of pain has been attributed to the process of angiogenesis and associated ingrowth of nerve fibers.","This paper reviews the epidemiology, etiology, and pathogenesis of tendinopathy among athletes, highlighting its significant impact on athletic performance and the potential career-ending consequences for affected individuals. It discusses various intrinsic and extrinsic factors that contribute to the condition, noting the complexity of its pathogenesis and the variable prevalence rates reported in literature."
"Predictive Analytic Techniques to Identify Hidden Relationships between Training Load, Fatigue and Muscle Strains in Young Soccer Players",2021-12-24,,,,"This study aimed to analyze different predictive analytic techniques to forecast the risk of muscle strain injuries (MSI) in youth soccer based on training load data. Twenty-two young soccer players (age: 13.5 ± 0.3 years) were recruited, and an injury surveillance system was applied to record all MSI during the season. Anthropometric data, predicted age at peak height velocity, and skeletal age were collected. The session-RPE method was daily employed to quantify internal training/match load, and monotony, strain, and cumulative load over the weeks were calculated. A countermovement jump (CMJ) test was submitted before and after each training/match to quantify players’ neuromuscular fatigue. All these data were used to predict the risk of MSI through different data mining models: Logistic Regression (LR), Random Forest (RF), Support Vector Machine (SVM). Among them, SVM showed the best predictive ability (area under the curve = 0.84 ± 0.05). Then, Decision tree (DT) algorithm was employed to understand the interactions identified by the SVM model. The rules extracted by DT revealed how the risk of injury could change according to players’ maturity status, neuromuscular fatigue, anthropometric factors, higher workloads, and low recovery status. This approach allowed to identify MSI and the underlying risk factors.","This study investigates the use of predictive analytic techniques to assess the risk of muscle strain injuries (MSI) among young soccer players based on training load and other relevant factors. The research identifies key predictors such as players' maturity, neuromuscular fatigue, and anthropometric data, revealing the complex relationships that influence the likelihood of injury."
Predicting Noncontact Lower Limb Injury Using Lumbar Morphology in Professional Australian Football and Rugby League Players,2021-12-22,,,,"Noncontact lower limb injuries are common within the Australian Football League (AFL) and National Rugby League (NRL). Smaller (<8.5 cm2) lumbar multifidus at the fifth vertebra (LM L5) and larger (>8.2 cm2) quadratus lumborum (QL) cross-sectional area (CSA) have been associated with increased noncontact lower limb injury risk in AFL players. These associations have not been explored in an NRL cohort. This study will attempt to replicate previous research findings by confirming that muscle morphology is associated with noncontact lower limb injury.AFL (n = 87) and NRL (n = 151) players underwent LM L2-L5 and QL CSA ultrasound measures during preseason. Each club's medical staff reported all noncontact lower limb injuries sustained in the subsequent regular season. LM and QL CSA, age, body mass index, and noncontact lower limb injuries were analyzed using multivariable logistic regression.Seventy-two players sustained a noncontact lower limb injury in the 2020 regular season (AFL = 21, NRL = 51). The multivariable logistic regression (odds ratio (OR) = 1.36; 95% confidence interval (CI), 1.02-1.85; P = 0.038) identified AFL players with larger QL CSA at increased risk of sustaining a noncontact lower limb injury during the regular season, but no relationship was found for LM CSA and noncontact lower limb injuries in the AFL (OR = 1.01; 95% CI, 0.36-2.78; P = 0.591) or NRL (OR = 0.63; 95% CI, 0.29-1.33; P = 0.149).AFL players who sustained regular season noncontact lower limb injuries had larger QL CSA in preseason tests. No significant associations between either LM L5 CSA or LM L5 to QL ratio and regular season noncontact lower limb injuries were found.","This paper investigates the relationship between lumbar muscle morphology and the risk of noncontact lower limb injuries in professional Australian Football and Rugby League players. It identifies that larger quadratus lumborum cross-sectional area is associated with increased injury risk in AFL players, while no significant relationship was found for lumbar multifidus or in NRL players."
ELİT FUTBOLCULARIN SABAH VE AKŞAM ANTRENMANLARINDAKİ KOŞU PARAMETRELERİNİN KARŞILAŞTIRILMASI,2021-12-21,,,,"Purpose: Although there are many studies in the literature regarding the running of soccer players, there is a need to examine the running asymmetry of the athletes' actual training, regardless of a specific intervention protocol. The aim of this study was to compare the running asymmetry of healthy elite soccer players in training sessions at different times of the day. Methods: Sixteen healthy male elite soccer players were included in this study. Global Positioning System units (GPSports, SPI Pro, 5 Hz, GPSport, Canberra, Australia) were used to define training and running details. Fourteen (7 morning, 7 evening) training data were evaluated. Results: There was no statistical difference between morning and evening trainings in terms of training time, heart rate average and total running distance except for high speed running distance. Running asymmetry was 66% greater in evening training sessions than in morning training sessions (p=0.001; 4.13±1.92, 2.49±1.32 respectively). Running asymmetry did not show any significant correlation with training time, heart rate average, running distance, and high speed running distance (p&gt;0.05). Conclusion: Running asymmetry is higher in evening training sessions than in morning training sessions. Therefore, for athletes who are particularly at high risk of injury or who are in the process of a return to sports, and from whom high performance is not expected, morning trainings may be preferred instead of evening trainings. If training can not be performed in the morning, clinicians should follow the athletes instantly during evening training.","This study investigates the running asymmetry of elite soccer players during morning and evening training sessions. The findings indicate that running asymmetry is significantly greater in evening sessions, suggesting that morning training may be preferable for athletes at higher injury risk."
Fútbol caminando para personas mayores: revisión sistemática,2021-12-20,,,,"The study aims to conduct a systematic review based on the results found around the Walking football, in order to know the sport rules and the benefits of it practice for health and general well-being in older adults. The search phrases were always introduced in English and computerized databases: Web of Science, PubMed, Science Direct and Google Academy. Two search phrases were used: ""Walking football - And - Older adults"" and ""Walking soccer – And - Older adults”. To limit the search, a series of inclusion and exclusion criteria were established in order to select the most appropriate documents on the subject. After the review, 18 manuscripts published up to November 2020, which met the inclusion criteria, were selected. The selected documents show that the Walking Football has benefits on a social, psychological, and physiological level. In addition, the Walking Football regulations are adapted to each training group, in order to minimize the risk of injury in older adults during its practice. Finally, the documents related to the subject are mainly Journal articles, published in 2019, and are found in the Google Academic database.","The paper is a systematic review of Walking Football for older adults, exploring its rules and health benefits. It identifies 18 relevant studies that highlight social, psychological, and physiological advantages of the sport, while also noting adaptations in regulations to reduce injury risk in this demographic."
Training Management of the Elite Adolescent Soccer Player throughout Maturation,2021-12-17,,,,"Professional soccer clubs invest significantly into the development of their academy prospects with the hopes of producing elite players. Talented youngsters in elite development systems are exposed to high amounts of sports-specific practise with the aims of developing the foundational skills underpinning the capabilities needed to excel in the game. Yet large disparities in maturation status, growth-related issues, and highly-specialised sport practise predisposes these elite youth soccer players to an increased injury risk. However, practitioners may scaffold a performance monitoring and injury surveillance framework over an academy to facilitate data-informed training decisions that may not only mitigate this inherent injury risk, but also enhance athletic performance. Constant communication between members of the multi-disciplinary team enables context to build around an individual's training status and risk profile, and ensures that a progressive, varied, and bespoke training programme is provided at all stages of development to maximise athletic potential.","This paper discusses the training management of elite adolescent soccer players, emphasizing the importance of monitoring maturation status and injury risk. It highlights the need for a data-informed approach in training decisions and effective communication among the coaching staff to optimize performance while minimizing injury."
Exercise-Based Injury Prevention in High-Level and Professional Athletes: Narrative Review and Proposed Standard Operating Procedure for Future Lockdown-Like Contexts After COVID-19,2021-12-17,,,,"In regular times, implementing exercise-based injury prevention programs into the training routine of high-level and professional athletes represents a key and challenging aspect to decrease injury risk. Barriers to implementing such prevention programs have previously been identified such as lack of resources, logistic issues or motivation. The COVID-19 pandemic associated with restrictions on daily life dramatically impacted sports participation from training to competition. It is therefore reasonable to assume that such lockdown-like context has exacerbated the challenge to implement exercise-based injury prevention programs, potentially leading to a greater musculoskeletal injury risk. In this narrative review, recommendations are proposed for building an expertise- and evidence-based Standard Operating Procedure for injury prevention in lockdown-like contexts for high-level and professional athletes. The following recommendations can be provided: (1) assess the global and sport-specific risks in the light of the ongoing cause of isolation; (2) adapt remote training materials and programs; (3) ensure regular quality communication within the staff, between athletes and the staff as well as between athletes; (4) follow the athlete's mental well-being; and (5) plan for a safe return-to-sports as well as for an ongoing monitoring of the load-recovery balance. These key domains should further be addressed to comply with local policies, which are subject to change over time in each individual country. The use of these recommendations may improve the readiness of athletes, coaches, physicians and all sports stakeholders for future lockdown-like contexts.","This paper reviews the implementation of exercise-based injury prevention programs for high-level and professional athletes, particularly in the context of challenges posed by lockdowns during the COVID-19 pandemic. It proposes a Standard Operating Procedure with recommendations for assessing risks, adapting training programs, ensuring communication, monitoring mental well-being, and planning safe returns to sports, aiming to enhance injury prevention efforts in future similar circumstances."
A Course-Based Undergraduate Research Experience (CURE) in Soccer Analytics,2021-12-17,,,,"The authors designed an honors seminar course entitled Sports Analytics: Soccer to provide students with a course-based undergraduate research experience (CURE) using cutting-edge GPS/accelerometer athlete-tracking devices. This paper offers details of the design and structure of the course, where a goal was for students to contribute to a longitudinal research project of performing a comprehensive performance and load analysis on Division III women's soccer athletes.","This paper discusses the development of an honors seminar course focused on sports analytics in soccer, utilizing GPS and accelerometer technology for athlete tracking. It highlights the structure of the course and its aim to engage students in a longitudinal research project analyzing performance and load in Division III women's soccer athletes."
Occupational risk factors for meniscal lesions: a systematic review and meta-analysis,2021-12-15,,,,"Abstract Background Meniscal lesions are common and are associated with the development of knee osteoarthritis. Knee-straining activities at work such as kneeling or squatting cause high biomechanical stresses on the knee joints that can lead to acute or chronic injuries. The objective of this systematic review is to update the evidence on the potential relationship between occupational risk factors and meniscal lesions. Methods We searched the Medline, Embase and Web of Science databases until August 2021 to identify epidemiological observational studies on the association between occupational risk factors and meniscal lesions. Study selection, data extraction and risk of bias assessment were performed independently by two reviewers. Effect measures were extracted from individual studies and pooled with random effects meta-analysis. Heterogeneity analyses were conducted. We used GRADE (Grades of Recommendations, Assessment, Development and Evaluation) to assess the overall quality of evidence. Results The database search resulted in 11,006 references, and 46 additional studies were identified through hand search. Twenty-two studies (represented in 25 publications) met the predefined eligibility criteria and nine records were included in the meta-analysis. There was only one study with an overall low risk of bias. Significant associations between occupational risk factors and the development of meniscal lesions were found for kneeling (effect size (ES) 2.15, 95% CI 1.67–2.76), squatting (ES 2.01, 95% CI 1.34–3.03), climbing stairs (ES 2.28, 95% CI 1.58–3.30), lifting and carrying weights ≥ 10 kg (ES 1.63, 95% CI 1.35–1.96), lifting and carrying weights ≥ 25 kg (ES 1.56, 95% CI 1.08–2.24), playing football on a professional level (ES 5.22, 95% CI 3.24–8.41), working as a hard coal miner (ES 5.23, 95% CI 2.16–12.69) and floor layers (ES 1.99, 95% CI 1.43–2.78). The overall quality of evidence according GRADE was moderate to low. Conclusion We found consistent evidence of an increased risk of meniscal lesions by occupational knee-straining exposures. Our findings are important for the development of preventive strategies to reduce work-related knee disorders and work absence. Trial registration PROSPERO (registration no. CRD42020196279 ).","This paper conducts a systematic review and meta-analysis to examine the relationship between occupational risk factors and the development of meniscal lesions, which are linked to knee osteoarthritis. The authors identify significant associations between knee-straining activities at work, including kneeling, squatting, and professional football, and an increased risk of meniscal injuries, emphasizing the need for preventive strategies to mitigate work-related knee disorders."
Improvement in peripherical visual attentional performance in professional soccer players following a single neurofeedback training,2021-12-15,,,,"Abstract The effectiveness of EEG-neurofeedback (EEG-NFB) in modulating cognition has been the subject of much research for several years, particularly in relation to attentional functions in healthy subjects and those with attentional deficits. However, its effectiveness on sports performance remains poorly studied and its use is not widely practised among athletes, notably because of its accessibility and questionable effectiveness. The aim of this study is to show that this technology can be accessible, and that Alpha EEG-NFB is immediately effective. Fifteen professional soccer players took part in this study. Using a novel EEG headset that can be installed in less than one minute, and new processing software, the players performed two peripherical attentional tasks before and after, immediately and one month, a single Alpha EEG-NFB training session. The results showed a significant effect on both tasks immediately after EEG-NFB training, with a benefit of more than 30% and this performance continued after one month (20%). This study, the first to use this headset and software, shows that the improvement in sports performance can be related to cognitive performance, especially peripherical visual attentional functions. Furthermore, it demonstrates that the use of the EEG-NFB is accessible and effective for high-level athletes.","This paper investigates the impact of EEG-neurofeedback (EEG-NFB) training on peripheral visual attentional performance in professional soccer players. The study found significant improvements in attentional tasks immediately after and one month following the training, highlighting the effectiveness and accessibility of EEG-NFB for enhancing cognitive performance in athletes."
Laboratory assessment of a head impact sensor for youth soccer ball heading impacts using an anthropomorphic test device,2021-12-14,,,,"Recent advances in technology have enabled the development of instrumented equipment, which estimate the head impact kinematics of athletes in vivo. One such headband-mounted impact sensor is the SIM-G (Triax Technologies, Norwalk, CT, USA), which has been previously used to investigate the biomechanics of soccer heading by human subjects. Previous studies have evaluated the accuracy of the SIM-G for pure rotation and pendulum, impulse hammer and drop rig impacts. The current study used a soccer ball heading model to evaluate the accuracy of the SIM-G. A soccer ball was projected at the head of an anthropomorphic test device (ATD) representing a 10-year-old to replicate the heading maneuver at various impact sites, angles and speeds previously identified in youth soccer. Linear regression revealed that the SIM-G sensor overestimated the peak angular velocity and linear acceleration recorded by the ATD headform by approximately 44% and 105%, respectively. Tests in which the ball directly contacted the SIM-G sensor resulted in the largest peak linear accelerations. Glancing impacts were significantly associated with a decrease in percentage error of the SIM-G sensor peak angular velocity data relative to the ATD reference data. While it may not demonstrate accuracy in estimating the magnitudes of head impacts, the SIM-G remains a useful tool to provide estimates of head impact exposure for soccer players.","This paper evaluates the accuracy of the SIM-G head impact sensor in measuring the kinematics of head impacts during youth soccer ball heading using an anthropomorphic test device. The study finds that while the SIM-G overestimates peak angular velocity and linear acceleration, it is still a valuable tool for estimating head impact exposure in soccer players."
The Effectiveness of Virtual Reality on Anxiety and Performance in Female Soccer Players,2021-12-13,,,,"With the increased use of technology, relaxation interventions are finding their way into technology devices like virtual reality head-mounted displays (VR HMDs). However, there is a lack of evidence on the efficacy of VR relaxation interventions to reduce anxiety in athletes and how that is portrayed in their movement patterns. The purpose of the current study was to examine how a VR relaxation intervention affected perceived anxiety levels and penalty kick performance of female soccer players. Thirteen female soccer players took five penalty kicks in baseline, stress-induced, and VR relaxation conditions. Perceived levels of anxiety, self-confidence, mental effort, heart rate (HR), accelerometry of the lumbar spine and thigh, and performance in each condition was obtained. Results indicated that the VR intervention significantly reduced cognitive anxiety and somatic anxiety from baseline (p = 0.002; p = 0.001) and stress (p < 0.001; p < 0.001) with large effect sizes (Kendall's W = 0.72; 0.83). VR significantly increased self-confidence from baseline (p = 0.002) and stress (p = 0.001) with a large effect size (Kendall's W = 0.71). Additionally, all participants felt that VR helped them relax. Mental effort was significantly higher in the stress condition compared to that in baseline (p = 0.007) with moderate effect size (Kendall's W = 0.39). Peak acceleration and performance were not significantly influenced by stress or VR. This study serves as an initial step to evaluate VR relaxation interventions on performance in female soccer players.","This paper investigates the effectiveness of virtual reality (VR) relaxation interventions on anxiety and performance in female soccer players during penalty kicks. The findings reveal that the VR intervention significantly reduced both cognitive and somatic anxiety while enhancing self-confidence, although it did not notably affect movement patterns or performance metrics."
"Isometric knee torque, quadriceps-hamstrings ratio, and jumping parameters in Brazilian soccer players of different age categories",2021-12-10,,,,"Purpose This study assessed the isometric torque, hamstring-to-quadriceps ratio, and jump performance among three age groups of soccer players. Methods 67 male players were divided by chronological age into the under-17 (U17: &lt;i&gt;n&lt;/i&gt; = 29), under-20 (U20: &lt;i&gt;n&lt;/i&gt; = 22), and above-20-year (PRO: &lt;i&gt;n&lt;/i&gt; = 16) groups. They performed countermovement (CMJ) and squat (SJ) jumps. Also, maximal isometric contractions during knee flexion and extension for right (R-TOR) and left limb (L-TOR) torque were assessed. Hamstrings-quadriceps (H:Q) and CMJ:SJ ratios were determined. Results Compared with U17 and U20, PRO showed higher CMJ (Δ = 20% and 14%; both &lt;i&gt;p&lt;/i&gt; &lt; 0.01) and SJ (Δ = 19% and 13%; &lt;i&gt;p&lt;/i&gt; &lt; 0.01 and &lt;i&gt;p&lt;/i&gt; = 0.02, respectively), and higher absolute R-TOR and L-TOR during knee extension (Δ = 40% and 58%; both &lt;i&gt;p&lt;/i&gt; &lt; 0.01). PRO exhibited higher absolute L-TOR and R-TOR during knee flexion than U17 (Δ = 22% and 26%; &lt;i&gt;p&lt;/i&gt; = 0.04 and &lt;i&gt;p&lt;/i&gt; &lt; 0.01, respectively). Between-group differences were not detected in normalized torque, except for knee extension R-TOR (PRO &gt; U17; &lt;i&gt;p&lt;/i&gt; = 0.04). Greater differences for quadriceps absolute torque (effect size: 1.37–1.46) were observed in the hamstrings (effect size: 0.30–0.92) between PRO and U17. No differences were found for any H:Q torque ratio, but moderate effect sizes (0.71–0.75) were verified between PRO and the other groups. No differences were found for CMJ:SJ ratio. Conclusions PRO players are more powerful than U17 and U20. Differences in strength level between PRO and U17/U20 are muscle-dependent. The larger strength development of quadriceps over hamstrings can result in lower isometric H:Q torque ratio for PRO.","This paper investigates isometric knee torque and jump performance across different age categories of Brazilian soccer players. The findings reveal that professional players demonstrate significantly higher jump performance and knee extension torque compared to under-17 and under-20 players, suggesting a greater strength development in quadriceps compared to hamstrings among professional athletes."
Applied Biomechanics: Sport Performance and Injury Prevention,2021-12-10,,,,"<p class=""MDPI31text"" style=""text-align: left; text-indent: 0cm;"" align=""left"">This Special Issue had, as its main objective, the compilation of biomechanical studies on sports performance and its relationship with musculoskeletal injuries. It is a collection of research on eight different sports (soccer, volleyball, swimming, cycling, skiing, golf, athletics, and hockey) considering injuries in general and specific injuries such as hamstring muscle injury, anterior cruciate ligament of the knee, and pain of the pubic symphysis. Additionally, it is noteworthy that most of the studies considered both men and women. Classical biomechanical tools have been used, such as 2D and 3D motion analysis, force platforms, and electromyography.","This Special Issue compiles biomechanical research on sports performance and musculoskeletal injuries across eight sports, including soccer and volleyball. It highlights specific injuries, such as hamstring and anterior cruciate ligament injuries, while employing classical biomechanical tools like motion analysis and electromyography, with an emphasis on both male and female athletes."
