title,date,year,publisher,venue,authors,abstract,validity
Impact Of Russian Current Combined With Close And Open Kinetic Chain Strengthening Exercises On ACL Revision Reconstruction Using Allograft - A Case Report,2024-04-08,2024,Green Publication,Educational Administration: Theory and Practice,"Rohit Dawande, Dr. Manibhadra Panda, Dr. Tabish Fahim, Dr. Ashwin Kshirsagar, Dr. Rohit Bhavthankar, Akash Tandale, Mayuresh Padalkar, Vaishnavi Patil, Janhavi Phatak, Sakshi Gujarathi","Introduction: Primary anterior cruciate ligament (ACL) restoration has been found to be a successful intervention with majority of patients experiencing functional recovery and good to exceptional clinical results in post-operative evaluations. Appropriate physiotherapy management is pivotal in the post-reconstruction phase to lower the risk of problems such as edema, pain, decreased joint range of motion, muscular weakness, muscle girth, poor balance and impaired functional activity. Method: A 23-year-old recreational football player with post-surgical case of recurrent left ACL reconstruction came to sports physiotherapy department for rehabilitation. The recurrence was managed by arthroscopic ACL revision reconstructive surgery using tibialis posterior allograft. In this case study, we evaluated the patient's pain, range of motion, strength of the muscles and muscles girth. In adherence to ACL rehabilitation protocol, we used Russian current combined with various closed and open kinetic chain exercises for improving range, thigh and leg muscles girth and also for improving the strength of thigh muscles. We also provided MFR to the lower limb muscles every alternate day, with patellar mobilization to increase range of motion along with strengthening of hamstring, quadriceps and calf. After that we used vigorous lower limb and core strengthening program with balance and proprioception training along with agility and plyometric training. Result: We compared the pain, range of motion, strength and muscles girth before and after rehab and found a significant improvement after 6 months. Conclusion: Application of Russian current was effective for pain reduction and helped in strengthening of the muscles up-to four weeks. We initially used closed kinetic chain strengthening exercises for first two weeks followed by open kinetic chain strengthening exercises, in further progression vigorous strengthening and endurance training of lower limb and core muscles, balance and proprioception, agility and plyometrics training provided a patient very good recovery and improvement in overall functional capacity of the patient after 6 months of rehabilitation.",1
Mechanical and Contractile Properties of Knee Joint Muscles after Sports-Related Concussions in Women Footballers,2024-04-07,2024,MDPI AG,Journal of Functional Morphology and Kinesiology,"Georgios Kakavas, Athanasios Tsiokanos, Michael Potoupnis, Panagiotis V. Tsaklis","The purpose of this study was to determine if women footballers have an increased lack of neuromuscular control of the knee joint after a concussion compared to a healthy cohort tested with tensiomyography (TMG). Forty-one female collegiate footballers were enrolled in this study from which there were 20 with a history of sports-related concussions (SRCs) and 21 control subjects. Results from the SRC group had significantly higher Tc (ms) (z = −5.478, p = 0.000) and significantly lower Dm (mm) (z = −3.835, p = 0.000) than the control group in the case of the rectus femoris muscle. The SRC group had significantly higher Tc (ms) (z = −2.348, p = 0.016) and significantly lower Dm (mm) (z = −4.776, p = 0.000) than the control group in the case of the vastus medialis muscle. The SRC group had significantly higher Tc (ms) (z = −5.400, p = 0.000) and significantly lower Dm (mm) (z = −4.971, p = 0.000) than the control group in the case of the vastus lateralis muscle. The SRC group had significantly higher Tc (ms) (z = −5.349, p = 0.000) than the control group in the case of the biceps femoris muscle response, whereas no significant difference was found in Dm (mm) (z = −0.198, p = 0.853) between the groups. The results of the current study may have implications for current practice standards regarding the evaluation and management of concussions and can add valuable information for knee prevention programs as well.",1
The Role of Upper Body Motions in Stationary Ball-Kicking Motion: A Systematic Review,2024-04-06,2024,Springer Science and Business Media LLC,Journal of Science in Sport and Exercise,"Junze Chen, Kerry Peek, Ross Howard Sanders, Jack Lee, Johnson Chun Yiu Pang, Kanchana Ekanayake, Allan Chak Lun Fu","Abstract A ball-kicking motion requires a coordinated sequencing of all body segments for maximum ball release speed. Evidence of the role of upper body rotations and motor coordination during a ball-kicking motion is inconsistent among existing evidence. This study aimed to systematically review the role of upper body rotations on all modes of ball kicking and performance metrics. A comprehensive search of seven electronic databases from the inception was conducted. Studies reporting on the relationships between upper body rotation, and ball-kicking performance were included. From 1486 potentially relevant studies, we analysed 27 studies involving 457 participants. These studies encompassed instep soccer kicks ( n = 21), inside-of-the-foot soccer kicks ( n = 1), rugby place kicks ( n = 4) with a stationary ball, and a volley kick ( n = 1). Methodological quality assessment was performed using Standard Quality Assessment Criteria. Our results provide moderate evidence that increasing thoracolumbar rotations along the longitudinal axis and the transverse plane can enhance ball-releasing velocity through a ""whip-like effect"" based on the kinetic link principle. However, to gain a comprehensive understanding, further research is needed to explore the effects of timing and the ranges of motion of all relevant upper and lower body segments on ball release velocity and its potential influence on ball release accuracy. The current coaching manuals do not emphasise the significance of upper body rotation, indicating a pressing requirement for revisions in training guidelines to enhance ball-kicking performance.",1
Analysing the Influence of Speed and Jumping Performance Metrics on the Percentage Change of Direction Deficit in Adolescent Female Soccer Players,2024-04-03,2024,MDPI AG,Life,"Alberto Roso-Moliner, Oliver Gonzalo-Skok, Víctor Emilio Villavicencio Álvarez, Santiago Calero-Morales, Elena Mainer-Pardos","Studies show that although female soccer players often have shorter change of direction (COD) deficits than males, indicating different biomechanical profiles, there is a lack of research on the impact of physical metrics on COD performance in females. The purpose of this work was to analyse whether performance metrics based on speed and jumping could explain the variation in %CODD in young female soccer players. Thirty-three highly trained adolescent female soccer players with an age of 16 ± 0.95 years, a body mass of 55.7 ± 7.22 kg, and a height of 160.4 ± 5.22 cm performed COD180 tests, 10 m and 30 m sprint tests, single-leg countermovement, and horizontal jumps. Acceleration in the first 10 m of a sprint was identified as a significant predictor of COD180 performance (R2 = 28%), (R2 = 50%), (p &lt; 0.01), indicating that early sprint performance may largely determine an individual’s ability to change direction. However, no predictors were found for %CODD. Significant correlations were observed between COD180 performance and %CODD, acceleration, linear speed, and horizontal jump performance (r = −0.59 to 0.70; p &lt; 0.05). The study suggests that specific physical performance metrics, particularly early acceleration, are crucial for enhancing COD skills in female soccer players, emphasizing the need for targeted training interventions.",1
Factors associated with the Single Leg Squat test in female soccer players: a cross-sectional study,2024-04-02,2024,Springer Science and Business Media LLC,"BMC Sports Science, Medicine and Rehabilitation","John Ressman, Philip von Rosen, Wilhelmus Johannes Andreas Grooten, Eva Rasmussen-Barr","Abstract Background The Single Leg Squat (SLS) test is widely used in the clinical setting to examine and evaluate rehabilitation goals. It is simple to perform and is proposed to have biomechanical and neuromuscular similarities to athletic movements. The aim of the present study was to investigate whether demographics, previous injuries, and biomechanical and psychosocial factors are associated with the outcome of the SLS, assessed as a total score for all segments and as a separate knee segment in elite and sub-elite female soccer players. Methods We conducted a cross-sectional study involving 254 female soccer players (22 yrs; SD ± 4, height 1.69 m; SD ± 0.1, weight 64 kg; SD ± 6) from divisions 1–3 of the Swedish Soccer League. During the preseason, we assessed the participants using the SLS and tested their hip strength and ankle mobility. Demographics, previous injury, sleep quality, fear of movement, anxiety, and perceived stress were assessed with questionnaires. Logistic regression models were built to analyse the association between the outcome of the SLS and the independent variables for the dominant and non-dominant leg. Results Significantly more participants failed the SLS on the dominant leg compared with the non-dominant leg ( p &lt; 0.001). The outcome of the SLS associated with various biopsychosocial factors depending on if the dominant or non-dominant leg was tested. The total score associated with hip strength for the dominant (OR 0.99, 95% CI 0.98–0.99, p = 0.04) and the non-dominant leg (OR 0.99, 95% CI 0.97–0.99, p = 0.03). The knee segment associated with division level for the dominant (div 2; OR 2.34, 95% CI 1.01–5.12, p = 0.033. div 3; OR 3.07, 95% CI 1.61–5.85, p = 0.001) and non-dominant leg (div 2; OR 3.30, 95% CI 1.33-8.00, p = 0.01. div 3; OR 3.05, 95% CI 1.44–6.43, p = 0.003). Conclusions This study identified that leg dominance, division level, hip strength, and psychosocial factors were associated with the outcome of the SLS when assessed as a total score and as a separate knee segment. This indicates that clinicians need to understand that movement control is associated with factors from several domains. Whether these factors and, the results of the SLS are related to injury need to be studied prospectively. Trial registration Clinical Trials Gov, date of registration 2022-03-01. Clinical trials identifier: NCT05289284A.",1
Differences in Biomechanical Determinants of ACL Injury Risk in Change of Direction Tasks Between Males and Females: A Systematic Review and Meta-Analysis,2024-04-01,2024,Springer Science and Business Media LLC,Sports Medicine - Open,"Thomas A. Donelon, Jamie Edwards, Mathew Brown, Paul A. Jones, Jamie O’Driscoll, Thomas Dos’Santos","Abstract Background Change of direction (COD) movements are associated with non-contact anterior cruciate ligament (ACL) injuries in multidirectional sports. Females appear at increased risk compared to males, which could be attributable to whole body kinematic strategies and greater multiplanar knee joint loads (KJLs) during COD which can increase ACL loading. Objective The aim of this systematic review and meta-analysis was to examine and quantitatively synthesise the evidence for differences between males and females regarding KJLs and their biomechanical determinants (whole body kinematic strategies determining KJLs) during COD tasks. Methods Databases including SPORTDiscus, Web of Science, and PubMed were systematically searched (July 2021–June 2023) for studies that compared differences in knee joint loads and biomechanical determinants of KJLs during COD between males and females. Inclusion criteria were: (1) females and males with no prior history of ACL injury (18–40 years); (2) examined biomechanical determinants of KJLs and/ or KJLs during COD tasks &gt; 20°; (3) compared ≥ 1 outcome measure between males and females. Studies published between 2000 and 2023 examining a cutting task &gt; 20° with a preceding approach run that compared KJLs or the whole body multiplanar kinematics associated with them, between sexes, using three-dimensional motion analysis. Results This meta-analysis included 17 studies with a pooled sample size of 451 participants (227 males, 224 females). Meta-analysis revealed females displayed significantly less peak knee flexion during stance (SMD: 0.374, 95% CI 0.098–0.649, p = 0.008, I 2 : 0%); greater knee abduction at initial contact (IC) (SMD: 0.687, 95% CI 0.299–1.076, p = 0.001, I 2 : 55%); less hip internal rotation (SMD: 0.437, 95% CI 0.134–0.741, p = 0.005, I 2 : 34%) and hip abduction at IC (SMD: −0.454, 95% CI 0.151–0.758, p = 0.003, I 2 : 33%). No significant differences were observed between males and females for any internal or externally applied KJLs. All retrieved studies failed to control for strength, resistance training or skill history status. Conclusion No differences were observed in KJLs between males and females despite females displaying greater knee abduction at IC and less peak knee flexion during the stance phase of CODs, which are visual characteristics of non-contact ACL injury. Further research is required to examine if this translates to a similar injury risk, considering morphological differences in strain characteristics of the ACL between males and females. This observation may in part explain the disproportionate ACL injury incidence in female multidirectional athletes. Further higher quality controlled research is required whereby participants are matched by skill training history, resistance training history and strength status to ensure an appropriate comparison between males and females.",1
"Prospective cohort study of long-term neurological outcomes in retired elite athletes: the Advanced BiomaRker, Advanced Imaging and Neurocognitive (BRAIN) Health Study protocol",2024-04-01,2024,BMJ,BMJ Open,"Karl A Zimmerman, Jessica A Hain, Neil S N Graham, Erin Jane Rooney, Ying Lee, Martina Del-Giovane, Thomas D Parker, Daniel Friedland, Matthew J Cross, Simon Kemp, Mathew G Wilson, Richard J Sylvester, David J Sharp","Introduction Although limited, recent research suggests that contact sport participation might have an adverse long-term effect on brain health. Further work is required to determine whether this includes an increased risk of neurodegenerative disease and/or subsequent changes in cognition and behaviour. The Advanced BiomaRker, Advanced Imaging and Neurocognitive Health Study will prospectively examine the neurological, psychiatric, psychological and general health of retired elite-level rugby union and association football/soccer players. Methods and analysis 400 retired athletes will be recruited (200 rugby union and 200 association football players, male and female). Athletes will undergo a detailed clinical assessment, advanced neuroimaging, blood testing for a range of brain health outcomes and neuropsychological assessment longitudinally. Follow-up assessments will be completed at 2 and 4 years after baseline visit. 60 healthy volunteers will be recruited and undergo an aligned assessment protocol including advanced neuroimaging, blood testing and neuropsychological assessment. We will describe the previous exposure to head injuries across the cohort and investigate relationships between biomarkers of brain injury and clinical outcomes including cognitive performance, clinical diagnoses and psychiatric symptom burden. Ethics and dissemination Relevant ethical approvals have been granted by the Camberwell St Giles Research Ethics Committee (Ref: 17/LO/2066). The study findings will be disseminated through manuscripts in clinical/academic journals, presentations at professional conferences and through participant and stakeholder communications.",1
Soccer (football) and brain health,2024-04-01,2024,Springer Science and Business Media LLC,Journal of Neurology,"Umberto Pensato, Pietro Cortelli","Abstract Soccer is one of the most popular sports worldwide, played by over 270 million people and followed by many more. Several brain health benefits are promoted by practising soccer and physical exercise at large, which helps contrast the cognitive decline associated with ageing by enhancing neurogenesis processes. However, sport-related concussions have been increasingly recognised as a pressing public health concern, not only due to their acute impact but also, more importantly, due to mounting evidence indicating an elevated risk for the development of neurological sequelae following recurrent head traumas, especially chronic traumatic encephalopathy (CTE). While soccer players experience less frequent concussions compared with other contact or combat sports, such as American football or boxing, it stands alone in its purposeful use of the head to hit the ball (headings), setting its players apart as the only athletes exposed to intentional, sub-concussive head impacts. Additionally, an association between soccer and amyotrophic lateral sclerosis has been consistently observed, suggesting a potential “soccer-specific” risk factor. In this review, we discuss the neurological sequelae related to soccer playing, the emerging evidence of a detrimental effect related to recurrent headings, and the need for implementation of comprehensive strategies aimed at preventing and managing the burden of head impact in soccer.",1
DARI Evaluation Syndesmosis,2024-04-01,2024,SAGE Publications,Foot &amp; Ankle Orthopaedics,"Victor Anciano, Campbell Edwards, Elive Likine, Ernest Rimer, Jonathan Holland, Brett Hayes","Introduction/Purpose: Return to play (RTP) assessment and decision-making protocols are among the most discussed topics in sports medicine. Given the lack of validated guidelines, physicians and rehabilitation practitioners often rely on subjective functional evaluation to guide decisions to RTP. Biomechanical assessment using motion capture may be a useful strategy to evaluate an athlete’s post-injury functional status, and to estimate their ability to RTP with reduced risk of re-injury. The purpose of this case-study was to determine the efficacy of using marker-less 3D motion capture to provide an objective functional evaluation to tailor rehabilitation and aid RTP status for a patient who underwent syndesmotic fixation. Methods: In this case-study, a National Collegiate Athletic Association Division I collegiate football offensive lineman (Height: 1.96 m, Weight: 141 kg) performed a movement screen 5 weeks after left ankle syndesmotic fixation for purely ligamentous syndesmotic injury. Testing was performed at the anticipated time of RTP. After a standardized warm-up, the patient performed a series of 14 movements consisting of upper and lower extremity actions in all three planes of motion, including bilateral and unilateral lower extremity actions. Kinematic data was captured using an 8-camera marker-less motion capture system (MLMCS). Left and right joint-specific ranges of motion were compared for symmetry and to normative data produced by the MLMCS manufacturer. Results: The participant successfully performed all 14 movements without limitation. Ankle flexion was symmetrical during bilateral and unilateral squatting actions. However, left ankle (i.e., involved side) flexion was consistently less than right ankle flexion during more dynamic actions (Table 1). Despite the asymmetries, ankle range of motion was within normal ranges for both sides in all movements. From a performance standpoint, left-side jump heights were consistently less than the right-side efforts during the unilateral countermovement jump (left: 34.5 cm versus right: 41.1 cm; -16.0%) and consecutive hops (left: 29.5 cm versus right: 33.0 cm; -10.8%). Results were shared with the athletic trainer to focus rehabilitation efforts. The patient was able to fully RTP at 6 weeks. Conclusion: In this case-study, the patient successfully performed a movement screen without limitation at the time of RTP after left ankle syndesmotic fixation. A MLMCS detected kinematic differences that would be difficult to qualitatively recognize. Specifically, the patient expressed reduced ankle flexion and jumping performance on the operative side. No baseline screening was performed, but the observed asymmetries were consistent with what would be expected from the specific injury. Further research is needed to compare baseline measures to kinematic changes. These findings suggest that a basic movement screen using MLMCS can detect kinematic asymmetries after syndesmotic fixation. Table 1. Kinematic Assessment of Ankle Range of Motion",1
Patient recovery after Lisfranc injury,2024-03-31,2024,Romanian Association of Balneology,Balneo and PRM Research Journal,"Cezar Mucileanu, Andrei Agapi, Marius Turnea, Mariana Rotariu, Iustina Condurache","Abstract: Lisfranc joint injuries occur most frequently following road accidents, but also in military personnel, athletes, horse riders, football players and contact sports participants. Lisfranc injuries occur as a result of direct (crushing the leg by a blunt object) or indirect (twisting the leg) forces acting on the forefoot. Approximately 20% of Lisfranc injuries go unnoticed or are diagnosed late, especially low-energy injuries or purely ligamentous injuries. Severe sequelae such as post-traumatic osteoarthritis and foot deformities can create serious disability. The paper presents a 19-year-old male patient, diagnosed with a Lisfranc type lesion in the left leg. The patient was functionally assessed postoperatively, during and at the end of the recovery program. During the recovery program, a good progress and evolution of the patient could be observed. Thus, the patient followed the kinetic program initially established by the physical therapist, and it was also possible to observe the increase in joint mobility, stability and muscle strength. The physical therapy program designed must be preceded by an appropriate assessment and must include techniques adapted to the patient's abilities. An essential condition is a good collaboration between the patient-physiotherapist-orthopedic surgeon, so that complications and relapses can be avoided.",1
Establishment of a Mouse Degenerative Model of Patellar Tendinopathy with Upregulation of Inflammation,2024-03-29,2024,MDPI AG,International Journal of Molecular Sciences,"Pauline Po Yee Lui, Zuru Liang, Ri Min Tan, Patrick Shu Hang Yung","There is no mouse model of patellar tendinopathy. This study aimed to establish a mouse inflammatory and degenerative patellar tendon injury model, which will facilitate research on patellar tendinopathy using advanced molecular tools including transgenic models. Collagenase at different doses (low dose (LD), medium dose (MD), high dose (HD)) or saline was injected over the mouse patellar tendon. At weeks 1, 2, 4, and 8 post-injection, the tendons were harvested for histology and further examined by micro-computed tomography (microCT) imaging at week 8. The optimal dose group and the saline group were further evaluated by immunohistochemical staining, gait pattern, and biomechanical properties. The histopathological score increased dose-dependently post-collagenase injection. Ectopic mineralization was observed and increased with collagenase dose. The LD group was selected for further analysis. The expression of IL-10, TNF-α, and MMP-1 significantly increased post-injection. The changes of limb idleness index (ΔLII) compared to preinjury state were significantly higher, while the ultimate load, stiffness, ultimate stress, and maximum Young’s modulus were significantly lower in the LD group compared to the saline group. A mouse inflammatory degenerative model of patellar tendon injury resembling tendinopathy was established as indicated by the dose-dependent increase in tendon histopathology, ectopic calcification, decrease in biomechanical properties, and pain-associated gait changes.",1
"The Relationship Between Maximum Lower Limb Strength &amp; Power, and GPS Acceleration Speed in Elite U20 Gaelic Football Athletes",2024-03-29,2024,International Universities Strength and Conditioning Association,International Journal of Strength and Conditioning,"Michael O'Driscoll, Tommy Mooney, Liam Sweeney","Previous research indicates positive relationships between high levels of lower limb strength and power, and acceleration sprint velocity in team sport athletes. This cross-sectional study aimed to investigate the relationship between lower limb absolute and relative strength, countermovement jump (CMJ) height, and Global Positioning System (GPS) recorded 20m acceleration sprint velocity in elite male U-20 Gaelic football athletes. Nineteen athletes (19.0 ± 0.5 years; 81.1 ± 5.5 kg; 182 ± 6.2 cm) from the same elite U-20 squad participated in this study during an in-season period. Subjects performed a &gt;95% 1RM box squat, a 20m sprint test, and a CMJ test. Relative maximum lower limb strength (r = 0.54, 95% CI [0.11 to 0.8]; p &lt; 0.05) and CMJ height (r = 0.66, 95% CI [0.29 to 0.86]; p &lt; 0.001) showed strong correlations with 20m sprint velocity. A multiple linear regression analysis demonstrated that lower limb maximum relative strength and CMJ height significantly predicted 20m sprint velocity (Adjusted R2 = 0.51, F (2, 16) = 6.29, p &lt; 0.05). These findings provide evidence for the importance of elite under-age Gaelic football athletes acquiring high levels of lower limb strength and power characteristics to enhance acceleration sprint performance.",1
The Sprint Mechanics Assessment Score: A Qualitative Screening Tool for the In-field Assessment of Sprint Running Mechanics,2024-03-28,2024,SAGE Publications,The American Journal of Sports Medicine,"Christopher Bramah, Jonas Tawiah-Dodoo, Samantha Rhodes, Joshua D. Elliott, Thomas Dos’Santos","Background: Qualitative movement screening tools provide a practical method of assessing mechanical patterns associated with potential injury development. Biomechanics play a role in hamstring strain injury and are recommended as a consideration within injury screening and rehabilitation programs. However, no methods are available for the in-field assessment of sprint running mechanics associated with hamstring strain injuries. Purpose: To investigate the intra- and interrater reliability of a novel screening tool assessing in-field sprint running mechanics titled the Sprint Mechanics Assessment Score (S-MAS) and present normative S-MAS data to facilitate the interpretation of performance standards for future assessment uses. Study Design: Cohort study (diagnosis); Level of evidence, 3. Methods: Maximal sprint running trials (35 m) were recorded from 136 elite soccer players using a slow-motion camera. All videos were scored using the S-MAS by a single assessor. Videos from 36 players (18 men and 18 women) were rated by 2 independent assessors blinded to each other's results to establish interrater reliability. One assessor scored all videos in a randomized order 1 week later to establish intrarater reliability. Intraclass correlation coefficients (ICCs) based on single measures using a 2-way mixed-effects model, with absolute agreement with 95% CI and kappa coefficients with percentage agreements, were used to assess the reliability of the overall score and individual score items, respectively. T-scores were calculated from the means and standard deviations of the male and female groups to present normative data values. The Mann-Whitney U test and the Wilcoxon signed-rank test were used to assess between-sex differences and between-limb differences, respectively. Results: The S-MAS showed good intrarater (ICC, 0.828 [95% CI, 0.688-0.908]) and interrater (ICC, 0.799 [95% CI, 0.642-0.892]) reliability, with a standard error of measurement of 1 point. Kappa coefficients for individual score items demonstrated moderate to substantial intra- and interrater agreement for most parameters, with percentage agreements ranging from 75% to 88.8% for intrarater and 66.6% to 88.8% for interrater reliability. No significant sex differences were observed for overall scores, with mean values of 4.2 and 3.8 for men and women, respectively ( P = .27). Conclusion: The S-MAS is a new tool developed for assessing sprint running mechanics associated with lower limb injuries in male and female soccer players. The reliable and easy-to-use nature of the S-MAS means that this method can be integrated into practice, potentially aiding future injury screening and research looking to identify athletes who may demonstrate mechanical patterns potentially associated with hamstring strain injuries.",1
An analysis of training load in highly trained female football players,2024-03-28,2024,Public Library of Science (PLoS),PLOS ONE,"Andreas K. Winther, Ivan Baptista, Sigurd Pedersen, João Brito, Morten B. Randers, Dag Johansen, Svein Arne Pettersen","UNLABELLED: This observational study aimed to analyze external training load in highly trained female football players, comparing starters and non-starters across various cycle lengths and training days. METHOD: External training load [duration, total distance [TD], high-speed running distance [HSRD], sprint distance [SpD], and acceleration- and deceleration distance [AccDecdist] from 100 female football players (22.3 ± 3.7 years of age) in the Norwegian premier division were collected over two seasons using STATSports APEX. This resulted in a final dataset totaling 10498 observations after multiple imputation of missing data. Microcycle length was categorized based on the number of days between matches (2 to 7 days apart), while training days were categorized relative to match day (MD, MD+1, MD+2, MD-5, MD-4, MD-3, MD-2, MD-1). Linear mixed modeling was used to assess differences between days, and starters vs. non-starters. RESULTS: In longer cycle lengths (5-7 days between matches), the middle of the week (usually MD-4 or MD-3) consistently exhibited the highest external training load (~21-79% of MD TD, MD HSRD, MD SpD, and MD AccDecdist); though, with the exception of duration (~108-120% of MD duration), it remained lower than MD. External training load was lowest on MD+2 and MD-1 (~1-37% of MD TD, MD HSRD, MD SpD, MD AccDecdist, and ~73-88% of MD peak speed). Non-starters displayed higher loads (~137-400% of starter TD, HSRD, SpD, AccDecdist) on MD+2 in cycles with 3 to 7 days between matches, with non-significant differences (~76-116%) on other training days. CONCLUSION: Loading patterns resemble a pyramid or skewed pyramid during longer cycle lengths (5-7 days), with higher training loads towards the middle compared to the start and the end of the cycle. Non-starters displayed slightly higher loads on MD+2, with no significant load differentiation from MD-5 onwards.",1
Foot posture index and hip joint rotation mobility in handball and soccer players,2024-03-28,2024,Science and Research Centre Koper,Annales Kinesiologiae,"Tjaž Brezovar, Matej Drobnič, Alan Kacin","Purpose: To assess the foot posture and hip joint mobility of elite handball and soccer players and to investigate possible correlations between these measurements. Methods: We compared the differences in means of Foot Posture Index (FPI), passive hip internal (IR), and external (ER) rotation range of motion (ROM) between three groups of male subjects (17 handball players, 17 soccer players, and 16 non-athletes). The Kruskal-Walli’s test and post-hoc pairwise comparison with the Mann-Whitney U test were used to determine the differences between the group means, and associations between variables were analyzed with Spearman’s correlation coefficient. Results: No significant differences in the mean FPI were found between the soccer players (1.3 ± 2.9), handball players (0.7 ± 2.1), and the control group (1.7 ± 2.5) (p &gt; 0.05). Similarly, no significant difference was found between the groups in the hip ER ROM. In contrast, a significantly lower (p &lt; 0.05) hip IR ROM was observed in the soccer players (30.6° ± 5.3°) compared to the handball players (41.0° ± 8.1°) and the control group (41.1° ± 6.4°). A weak positive correlation was only observed between the FPI and hip IR ROM in the soccer players (ρ: 0.36, p = 0.035). Conclusions: Handball and soccer players show a tendency toward less pronated feet compared to non-athletes, but the differences are not significant and the mean FPI values are still within the range of normal foot posture. The range of hip IR seems to be reduced in soccer players and weakly, but significantly and positively associated with the FPI value, which needs to be further investigated in future studies.",1
Immediate Effect of a Kinesiotape Bandage on Knee Mechanics during Functional Tests in Female Rugby and Football Athletes: A Pilot Study,2024-03-28,2024,MDPI AG,Applied Sciences,"Amandine Fevre, Juliette Moriceau, Jaime Almazán-Polo, Guillermo García-Pérez-de-Sevilla","Background: Some bandages with Kinesiotape have demonstrated some potential as means of prevention for Anterior Cruciate Ligament (ACL) injury in men. Objective: The main objective of this pilot study was to observe if a Kinesiotape bandage at the knee could potentially have an immediate preventive effect against ACL injuries by improving proprioception and balance and reducing knee valgus and anterior translation of the tibia during certain functional tests in female athletes. Materials and Methods: A cross-over clinical trial including 10 female athletes (football and rugby) was conducted, where the two lower limbs of the 10 participants (n = 20) were randomly assigned to the intervention group (IG) or to the control group (CG). A Kinesiotape bandage was placed on one knee with a tension of 75% (IG, n = 10) and another bandage on the other knee with a tension of 10% (CG, n = 10), as a placebo. Ultrasound assessment and functional tests were performed before (T1) and after (T2) bandaging according to group assignment. A videographic analysis was carried out with the ImageJ Software version 2.0. Results: A statistically significant reduction in knee valgus was observed in the Lateral Step Down test in the IG, compared to the CG (p &lt; 0.05; η2p = 0.26) (IG-T1: 151.40 ± 11.04°; IG-T2: 157.10 ± 10.18°; versus CG-T1: 156.96 ± 5.44°; CG-T2: 158.68 ± 6.12°). In the other tests, no significant differences were found in terms of time × group interaction. Conclusions: A Kinesiotape bandage was able to reduce knee valgus in a functional test compared to a placebo bandage but was not more effective at reducing the anterior translation of the tibia or improving balance or proprioception. Based on these results, it could have a modest preventive effect against an ACL injury in female athletes.",1
ANATOMICAL CHARACTERISTICS OF THE THIGH PARAMETERS THE STUDENTS OF BUKOVYNA,2024-03-28,2024,Ivano-Frankivsk National Medical University,Art of Medicine,S.Yu. Karatieieva,"It is known that the factor that determines success in sports is the morphological features of the structure of the human body. In order to establish the anatomical characteristics of the thigh parameters of students of Bukovyna who play football and handball, followed by modeling for sports selection, a study was conducted of students of higher educational institutions of Bukovyna (n=129), of which young boys - n=69 and young girls - n=60. The subjects were divided into a main group - 89 students who improved by playing football and handball and a control group - 40 students who did not do the sports. Students of the main group, in addition to the physical activity that was included in the program of their specialty during the year, additionally attended sports sections in football and handball during the year. Medium-intensity training took place under the control of a trainer, the frequency of training was 3.43 ± 1.26 days/week (90 minutes each). Students of the control group did not do the sports. The initial survey was conducted in 2021 year, and the same students were resurveyed in 2022 year. All subjects were subjected to an anthropometric study, according to the method of P.P. Shaparenka (thigh circumference in the upper third, in the middle third and in the lower third, body weight, height). So, it was found that when comparing the first and second measurement, the thigh circumference indicators at the second measurement (in dynamics after one year) were slightly higher in students who play football (young boys and young girls) in the upper, middle and lower thirds than in students who play handball (for students who play football ±3.43 cm, for students who play handball ±2.12 cm). The model for predicting the circumference of the thigh in the upper third on the right: Cpr=β1 + β2 + 0.493w – 0.135h, where Cpr is the circumference of the thigh in the upper third (right), w is body weight, h is height, β1= (49.735 for girls and 44.489 for young men), β2= (–1.391 for the soccer group; –2.321 for the handball group), on the left: Cpl=β1 + β2 + 0.465w, where Cpl is the circumference of the thigh in the upper third (left), w is body weight, β1= ( 25.736 for girls and 20.147 for boys), β2= (–1.333 for the football group; –0.515 for the handball group). The model for predicting the circumference of the thigh in the middle of the right: Cmr=β1 + β2 + 0.460w – 0.183h, where Cmr is the circumference of the thigh in the middle of the right, w is body weight, h is height; β1= (52.567 for young girls and 48.930 for young boys), β2= (–2.235 for the football group; –1.968 for the handball group); on the left: Cml=β1 + β2 + 0.449w, where Cml is the thigh circumference in the middle of the left, w is body weight; β1= (20.716 for young girls and 20.943 for young boys), β2= (– 0.254 for the football group; –1.405 for the handball group). The model for predicting the circumference of the thigh in the lower third of the right: Cdr=β1 + β2 + 0.418w, where Cdr is the circumference of the thigh in the lower third of the right, w is body weight, β1= (25.560 for young girls and 20.165 for young boys), β2= (– 0.039 for the football group; 0.061 for the handball group); on the left: Cdl=β1 + β2 + 0.387w, where Cdl is the thigh circumference in the lower third on the left, w is body weight; β1= (24.638 for young girls and 18.523 for young boys), β2= (– 0.379 for the football group; –0.261 for the handball group). So, it is established that for significant predictors for predicting thigh circumference on the right in the upper and middle third are gender, sport, height and body weight, in the lower third are gender, sport and body weight, on the left are gender, sport and body weight.",1
